2026-01-04 08:14:58 | senseai-ml | INFO | Loading ML models...
2026-03-03 18:18:33 | senseai-ml | INFO | Prediction requested: age=41, child_id=N/A
2026-03-03 18:18:33 | senseai-ml | INFO | Loading model for age group: 2-3.5 (age: 41 months)
2026-03-03 18:18:33 | senseai-ml | INFO | Model loaded: model_age_2_3_5_questionnaire.pkl
2026-03-03 18:18:33 | senseai-ml | INFO | Scaler loaded: scaler_age_2_3_5_questionnaire.pkl (expects 9 features)
2026-03-03 18:18:33 | senseai-ml | INFO | Features loaded: features_age_2_3_5_questionnaire.json (9 features)
2026-03-03 18:18:33 | senseai-ml | INFO | Metadata loaded: model_metadata_age_2_3_5.json
2026-03-03 18:18:33 | senseai-ml | INFO | [OK] Model loaded successfully for age group: 2-3.5
2026-03-03 18:18:33 | senseai-ml | INFO | Using age-specific model for age group: 2-3.5
2026-03-03 18:18:33 | senseai-ml | WARNING | Missing features (will use 0): ['high_critical_items_flag', 'critical_items_failed', 'low_attention_flag', 'low_social_flag']...
2026-03-03 18:18:33 | senseai-ml | INFO | Prediction complete (2-3.5): LOW risk (score=0.0%, prob=0.000)
2026-03-04 04:17:45 | senseai-ml | INFO | Loading ML models...
2026-03-04 04:17:50 | senseai-ml | INFO | Model loaded from: asd_detection_model.pkl
2026-03-04 04:17:50 | senseai-ml | INFO | Scaler loaded: feature_scaler.pkl (expects 18 features)
2026-03-04 04:17:50 | senseai-ml | WARNING | Age norms not found: age_norms.json (age normalization disabled)
2026-03-04 04:17:50 | senseai-ml | INFO | [OK] All models loaded successfully
2026-03-04 04:17:50 | senseai-ml | INFO | ==================================================
2026-03-04 04:17:50 | senseai-ml | INFO | Starting SenseAI ASD ML Engine v1.0.0
2026-03-04 04:17:50 | senseai-ml | INFO | ==================================================
2026-03-04 04:17:50 | senseai-ml | INFO | [OK] ML Engine ready
2026-03-04 04:17:50 | senseai-ml | INFO | Age-specific models: 3/3 ready
2026-03-04 05:41:05 | senseai-ml | INFO | Loading ML models...
2026-03-04 05:41:07 | senseai-ml | INFO | Model loaded from: asd_detection_model.pkl
2026-03-04 05:41:07 | senseai-ml | INFO | Scaler loaded: feature_scaler.pkl (expects 18 features)
2026-03-04 05:41:07 | senseai-ml | WARNING | Age norms not found: age_norms.json (age normalization disabled)
2026-03-04 05:41:07 | senseai-ml | INFO | [OK] All models loaded successfully
2026-03-04 05:41:07 | senseai-ml | INFO | ==================================================
2026-03-04 05:41:07 | senseai-ml | INFO | Starting SenseAI ASD ML Engine v1.0.0
2026-03-04 05:41:07 | senseai-ml | INFO | ==================================================
2026-03-04 05:41:07 | senseai-ml | INFO | [OK] ML Engine ready
2026-03-04 05:41:07 | senseai-ml | INFO | Age-specific models: 3/3 ready
2026-03-04 17:19:34 | senseai-ml | INFO | Loading ML models...
2026-03-04 17:19:38 | senseai-ml | INFO | Model loaded from: asd_detection_model.pkl
2026-03-04 17:19:38 | senseai-ml | INFO | Scaler loaded: feature_scaler.pkl (expects 18 features)
2026-03-04 17:19:38 | senseai-ml | WARNING | Age norms not found: age_norms.json (age normalization disabled)
2026-03-04 17:19:38 | senseai-ml | INFO | [OK] All models loaded successfully
2026-03-04 17:19:38 | senseai-ml | INFO | ==================================================
2026-03-04 17:19:38 | senseai-ml | INFO | Starting SenseAI ASD ML Engine v1.0.0
2026-03-04 17:19:38 | senseai-ml | INFO | ==================================================
2026-03-04 17:19:38 | senseai-ml | INFO | [OK] ML Engine ready
2026-03-04 17:19:38 | senseai-ml | INFO | Age-specific models: 3/3 ready
